あ,a
い,i
う,u
え,e
お,o
ゃ,ya
ゅ,yu
ょ,yo
ああ,a
いい,i
うう,u
ええ,e
おう,o
おお,o
ゃあ,ya
ゅう,yu
ょう,yo
ょお,yo
