あ,
か,k
が,g
さ,s
し,sh
ざ,z
じ,j
た,t
ち,ch
つ,ts
だ,d
ぢ,j
づ,z
な,n
は,h
ふ,f
ば,b
ぱ,p
ま,m
や,y
ら,r
わ,w
ん,n
っか,kk
っさ,ss
っし,ssh
った,tt
っち,cch
っつ,tts
っぱ,pp
